address,rest_coords
5FERRY TERMINAL DR10301.0,POINT (-74.072788802132 40.64372588042)
3505 AVENUE10118.0,POINT (-73.984690273581 40.748268900702)
1EAST  161 STREET10451.0,POINT (-73.928496459645 40.829028434834)
1805WEBSTER AVENUE10457.0,POINT (-73.901970259963 40.845883516509)
952SOUTHERN BOULEVARD10459.0,POINT (-73.891711931653 40.821956639875)
11611LIBERTY AVENUE11419.0,POINT (-73.82664906629 40.685860060124)
6314BROADWAY11377.0,POINT (-73.899069486409 40.749919048891)
1092FLATBUSH AVENUE11226.0,POINT (-73.957843774022 40.643697331989)
1976FOREST AVENUE10303.0,POINT (-74.155081260501 40.625797431576)
481BROOK AVENUE10455.0,POINT (-73.915887260644 40.813333686514)
13336WHITESTONE EXPRESSWAY11354.0,POINT (-73.835898920922 40.768551656353)
234WEST   48 STREET10036.0,POINT (-73.985654875055 40.760447524973)
1788SHEEPSHEAD BAY ROAD11235.0,POINT (-73.950771194207 40.584094239131)
5922MYRTLE AVE11385.0,POINT (-73.898892139631 40.700499341067)
339BROADWAY10013.0,POINT (-74.004375720215 40.716474482433)
28LIBERTY STREET10005.0,POINT (-74.008768372325 40.708108174289)
290223RD AVE11105.0,POINT (-73.913715462402 40.774941243244)
1889BROADWAY10023.0,POINT (-73.982157819963 40.7709429859)
1695PRESIDENT STREET11213.0,POINT (-73.930653409317 40.666984538886)
6356BOOTH STREET11374.0,POINT (-73.863710448664 40.7288054345)
17016AHILLSIDE AVE11432.0,POINT (-73.791753142911 40.711150017276)
2788BROADWAY10025.0,POINT (-73.967712010611 40.80253741452)
8624WHITNEY AVE11373.0,POINT (-73.878587441432 40.742016240557)
2501JACKSON AVE11101.0,POINT (-73.944439375513 40.746837427937)
11115ROOSEVELT AVENUE11368.0,POINT (-73.855520965688 40.751673043616)
20002NORTHERN BOULEVARD11361.0,POINT (-73.783109985737 40.757715535717)
2089AMSTERDAM AVENUE10032.0,POINT (-73.939112921162 40.836835101015)
51185 AVENUE11220.0,POINT (-74.011069772391 40.644388004215)
698MANHATTAN AVENUE11222.0,POINT (-73.951615393802 40.725231147636)
370LEXINGTON AVENUE10017.0,POINT (-73.976641186014 40.75063901798)
30423 AVENUE10451.0,POINT (-73.912948302332 40.820278445382)
5587 AVENUE10018.0,POINT (-73.987966162424 40.754653604121)
1058BEDFORD AVENUE11205.0,POINT (-73.955009786579 40.688814913845)
2373ARTHUR AVENUE10458.0,POINT (-73.887995940887 40.855054629655)
33-2031 AVENUE11106.0,POINT (-73.921654155796 40.763451892585)
396361ST ST11377.0,POINT (-73.903453966063 40.745415920819)
5SAINT MARKS PLACE10003.0,POINT (-73.989410364218 40.729341544513)
1551NOSTRAND AVENUE11226.0,POINT (-73.949300140226 40.648370976722)
3235RICHMOND AVENUE10312.0,POINT (-74.169759855293 40.560368207624)
411931ST AVE11103.0,POINT (-73.916065709542 40.760840420228)
295SMITH STREET11231.0,POINT (-73.993704836374 40.681920462011)
2365WESTCHESTER AVENUE10462.0,POINT (-73.846940788083 40.836579108698)
274WEST  145 STREET10039.0,POINT (-73.941033864044 40.82244817505)
8655BROADWAY11373.0,POINT (-73.877285995243 40.737403649066)
14605JAMAICA AVENUE11435.0,POINT (-73.808704453493 40.701806134552)
186COLUMBUS AVENUE10023.0,POINT (-73.980495855488 40.775090040816)
2845 AVENUE11215.0,POINT (-73.982212671279 40.674088409681)
22412LINDEN BLVD11411.0,POINT (-73.73644189363 40.693963679363)
938AMSTERDAM AVENUE10025.0,POINT (-73.965614432776 40.800579800343)
3471RICHMOND ROAD10306.0,POINT (-74.136456318307 40.572978438221)
811SENECA AVENUE11385.0,POINT (-73.905241932092 40.701363878676)
515MADISON AVENUE10022.0,POINT (-73.973782736961 40.759657681129)
10426JAMAICA AVE11418.0,POINT (-73.842693972047 40.695185253365)
144UNION STREET11231.0,POINT (-74.001957837841 40.68407801112)
5977BROADWAY10471.0,POINT (-73.898162016423 40.889699806922)
888MADISON AVENUE10021.0,POINT (-73.965557234991 40.771622649096)
592 AVENUE10003.0,POINT (-73.989681510466 40.725852971689)
532MADISON AVENUE10022.0,POINT (-73.973706616717 40.760456388468)
40WEST   40 STREET10018.0,POINT (-73.983891505185 40.753052909376)
20523LINDEN BLVD11412.0,POINT (-73.747112454985 40.695865145847)
261NOSTRAND AVENUE11216.0,POINT (-73.951446475352 40.689812557749)
2712QUEENS PLAZA SOUTH11101.0,POINT (-73.939650886757 40.750079317781)
370374TH ST11372.0,POINT (-73.891763063374 40.748597647745)
100750TH AVE11101.0,POINT (-73.95365609473 40.742642034283)
97WEST FORDHAM ROAD10468.0,POINT (-73.904747176472 40.862749494438)
2931FULTON STREET11207.0,POINT (-73.886626571555 40.679314668203)
1546PITKIN AVENUE11212.0,POINT (-73.916553263914 40.668805906375)
1025EAST  163 STREET10459.0,POINT (-73.891970044593 40.820985243511)
496CRESCENT STREET11208.0,POINT (-73.870160316619 40.675967781521)
12404JAMAICA AVE11418.0,POINT (-73.826368412545 40.700807697933)
55EAST HOUSTON STREET10012.0,POINT (-73.994292457663 40.724716960505)
144WEST    4 STREET10012.0,POINT (-74.000317518401 40.731375904008)
128-13MERRICK BOULEVARD11434.0,POINT (-73.764640407004 40.681171214452)
6722ROOSEVELT AVENUE11377.0,POINT (-73.897833721316 40.746157629597)
17622 AVENUE10128.0,POINT (-73.949061146832 40.781527823222)
145WEST   47 STREET10036.0,POINT (-73.983099654154 40.758569762194)
1011MACE AVENUE10469.0,POINT (-73.858163118409 40.863044540334)
601LEXINGTON AVENUE10022.0,POINT (-73.970913550161 40.758457530151)
480116 AVENUE11204.0,POINT (-73.985008985692 40.631503551354)
245PARK AVENUE10167.0,POINT (-73.97568321334 40.754819088973)
67MOTT STREET10013.0,POINT (-73.998199940104 40.7161177319)
401335TH AVE11101.0,POINT (-73.921923955928 40.755050366782)
5506MYRTLE AVE11385.0,POINT (-73.907974099542 40.699905884874)
162FRANKLIN STREET11222.0,POINT (-73.957727149581 40.730753287767)
4018QUEENS BOULEVARD11104.0,POINT (-73.924001490719 40.743762555159)
13613FARMERS BLVD11434.0,POINT (-73.76369076633 40.674471983362)
60097 AVENUE11220.0,POINT (-74.011875568196 40.63669155578)
9BAY   22 STREET11214.0,POINT (-74.000147653716 40.60505029834)
8456GRAND AVE11373.0,POINT (-73.882407728119 40.734645033415)
236UNDERHILL AVENUE11238.0,POINT (-73.967273633865 40.673478521919)
49188 AVENUE11220.0,POINT (-74.003297006606 40.641517450391)
68AVENUE A10009.0,POINT (-73.98454780258 40.724641952949)
11000ROCKAWAY BOULEVARD11420.0,POINT (-73.828757893149 40.677664571164)
308HOOPER STREET11211.0,POINT (-73.953879155947 40.707273058544)
11112ROOSEVELT AVE11368.0,POINT (-73.855528232018 40.751651094651)
4694 AVENUE11215.0,POINT (-73.989787661398 40.669047180044)
2233BOSTON ROAD10467.0,POINT (-73.867912101018 40.858401090284)
100WILLOUGHBY STREET11201.0,POINT (-73.984699610102 40.692119194158)
501WEST   30 STREET10001.0,POINT (-74.001147754922 40.752131794857)
1350BROADWAY10018.0,POINT (-73.987656375428 40.751299474238)
182SOUTH    2 STREET11211.0,POINT (-73.960288958952 40.712597566364)
60WEST   37 STREET10018.0,POINT (-73.985025277804 40.751107027787)
2280STEINWAY ST11105.0,POINT (-73.907621953616 40.771576918749)
11672 AVENUE10065.0,POINT (-73.963233813411 40.76213879279)
758NOSTRAND AVENUE11216.0,POINT (-73.950240452682 40.672761495177)
401GREENWICH STREET10013.0,POINT (-74.010021900535 40.720923396703)
122FULTON STREET10038.0,POINT (-74.007563896496 40.710114686796)
25EAST  170 STREET10452.0,POINT (-73.916652334456 40.839834725209)
627MANHATTAN AVENUE11222.0,POINT (-73.950829938097 40.723811769051)
145GREAVES LANE10308.0,POINT (-74.143494632805 40.55347630229)
12371 AVENUE10065.0,POINT (-73.958471008424 40.764423551536)
343GRAND STREET10002.0,POINT (-73.989755050741 40.716891313086)
252WEST   45 STREET10036.0,POINT (-73.987445628253 40.758756963537)
3505JOHNSON AVENUE10463.0,POINT (-73.909936316311 40.885834084508)
240341ST AVE11101.0,POINT (-73.93973885061 40.752574351969)
1045EASTERN PARKWAY11213.0,POINT (-73.933376593739 40.668923967793)
1658AMSTERDAM AVENUE10031.0,POINT (-73.948924157187 40.823440061561)
1693PUTNAM AVENUE11385.0,POINT (-73.90680880349 40.700198634374)
621818 AVENUE11204.0,POINT (-73.988588362183 40.620711474658)
2190WHITE PLAINS ROAD10462.0,POINT (-73.867623891915 40.856092437343)
3GREENWICH AVENUE10014.0,POINT (-73.999635561442 40.733931279931)
3637 AVENUE10001.0,POINT (-73.992348707523 40.748601783099)
6519 AVENUE10036.0,POINT (-73.991018928325 40.760648437484)
27SAINT JAMES PLACE10038.0,POINT (-73.999570754526 40.711890801265)
3211QUENTIN ROAD11234.0,POINT (-73.939534080358 40.612881675893)
462COLUMBUS AVENUE10024.0,POINT (-73.973960871976 40.784042130939)
63FLUSHING AVENUE11205.0,POINT (-73.974986348464 40.698013257962)
53WEST   19 STREET10011.0,POINT (-73.993046186801 40.739793885455)
150GREENWICH STREET10007.0,POINT (-74.012523606424 40.710504009675)
6115SPRINGFIELD BLVD11364.0,POINT (-73.756547093789 40.748802136727)
1832COLLEGE POINT BLVD11356.0,POINT (-73.845880135343 40.782953519028)
41WEST   24 STREET10010.0,POINT (-73.990635195605 40.742856869389)
692ARTHUR KILL ROAD10308.0,POINT (-74.164307129804 40.560208735585)
677MORRIS PARK AVENUE10462.0,POINT (-73.866698880315 40.845104188996)
625EAST  187 STREET10458.0,POINT (-73.886694465718 40.855119227504)
3956BROADWAY10032.0,POINT (-73.940772795569 40.839657558863)
115DITMAS AVENUE11218.0,POINT (-73.977740886419 40.635583861344)
185ATLANTIC AVENUE11201.0,POINT (-73.993498533043 40.69000381061)
38WEST   38 STREET10018.0,POINT (-73.984057906834 40.751504887752)
16032 AVENUE10028.0,POINT (-73.95306587535 40.776072959096)
108FRANKLIN STREET11222.0,POINT (-73.957321017451 40.728285592878)
38UNION SQUARE EAST10003.0,POINT (-73.989351551371 40.736099150108)
768WASHINGTON AVENUE11238.0,POINT (-73.963210000778 40.674879870337)
801237TH AVE11372.0,POINT (-73.885947143065 40.749560915526)
4001QUEENS BOULEVARD11104.0,POINT (-73.92411693894 40.743792823972)
11PARK PLACE10007.0,POINT (-74.008296457327 40.712820978699)
155LAFAYETTE AVENUE10301.0,POINT (-74.094881311071 40.641214705065)
432GRAHAM AVENUE11211.0,POINT (-73.944918173753 40.717844701623)
234EAST    4 STREET10009.0,POINT (-73.982812776691 40.723387347671)
202186 STREET11214.0,POINT (-73.997702390677 40.604281735229)
77PEARL STREET10004.0,POINT (-74.010297052389 40.703946975231)
432BEACH  129 STREET11694.0,POINT (-73.849467572687 40.578527228521)
137AVENUE A10009.0,POINT (-73.982862354585 40.72699123352)
108MONTAGUE STREET11201.0,POINT (-73.995027069156 40.694977415832)
44WESTCHESTER SQ10461.0,POINT (-73.843978992574 40.84203990412)
65SHERMAN AVENUE10040.0,POINT (-73.926781972846 40.863276162928)
81-16NORTHERN BOULEVARD11372.0,POINT (-73.886052488903 40.755470494139)
241WEST   42 STREET10036.0,POINT (-73.988759872837 40.756802831341)
530WILLIS AVENUE10455.0,POINT (-73.917918166475 40.815758765918)
418CONEY ISLAND AVENUE11218.0,POINT (-73.971268296235 40.647774740538)
101FOREST PARK DRIVE11385.0,POINT (-73.864720678863 40.696945313533)
455PARK AVENUE SOUTH10016.0,POINT (-73.982864930633 40.744966694265)
79SAINT MARKS PLACE10003.0,POINT (-73.985791815438 40.727806829311)
142WEST   44 STREET10036.0,POINT (-73.984367096463 40.756626652393)
230141ST AVE11101.0,POINT (-73.940496445054 40.75297822718)
10021QUEENS BOULEVARD11375.0,POINT (-73.853417447884 40.726852190584)
548WEST   48 STREET10036.0,POINT (-73.99467893203 40.764244298403)
3373 AVENUE10010.0,POINT (-73.982306884725 40.739962907183)
5226 AVENUE11215.0,POINT (-73.986385555555 40.665116304937)
94FRANKLIN STREET11222.0,POINT (-73.957249135064 40.727854637821)
750413 AVENUE11228.0,POINT (-74.00754646331 40.620195775133)
129EAST  102 STREET10029.0,POINT (-73.948596090835 40.789879897603)
8023FLATLANDS AVENUE11236.0,POINT (-73.913049548893 40.635660068499)
392COLUMBUS AVENUE10024.0,POINT (-73.975687805824 40.781690256482)
210PATCHEN AVENUE11233.0,POINT (-73.926229998078 40.683653552796)
180BLEECKER STREET10012.0,POINT (-74.000887576511 40.729001678961)
410MYRTLE AVENUE11205.0,POINT (-73.96939154993 40.693112481719)
1142BROADWAY11221.0,POINT (-73.928956196135 40.693407459248)
14602 AVENUE10075.0,POINT (-73.956325596975 40.771570102036)
40-05AJUNCTION BOULEVARD11368.0,POINT (-73.869299293142 40.748958525058)
3149FULTON STREET11208.0,POINT (-73.878683067986 40.681804283626)
1907WHITE PLAINS ROAD10462.0,POINT (-73.867217928977 40.847616224826)
432COLUMBUS AVENUE10024.0,POINT (-73.974683454831 40.783054181605)
8953FRANCIS LEWIS BLVD11427.0,POINT (-73.757760905218 40.718826271834)
2236FOREST AVENUE10303.0,POINT (-74.164118926787 40.626910200271)
715WASHINGTON STREET10014.0,POINT (-74.008371441552 40.735355507779)
8710NORTHERN BLVD11372.0,POINT (-73.880514498644 40.756054985164)
1078MORRIS PARK AVENUE10461.0,POINT (-73.853630996614 40.849268522198)
23CLEVELAND PLACE10012.0,POINT (-73.997323135291 40.721637442825)
8203FLATLANDS AVENUE11236.0,POINT (-73.911682854009 40.636540098439)
1511WHITE PLAINS ROAD10462.0,POINT (-73.863662101319 40.838425420318)
1111PENNSYLVANIA AVENUE11207.0,POINT (-73.886764456829 40.653415061216)
109BLAFAYETTE STREET10013.0,POINT (-74.000829711451 40.718080252265)
217EAST   51 STREET10022.0,POINT (-73.96971618072 40.756201028265)
6285 AVENUE11215.0,POINT (-73.991543938006 40.66315977496)
1928BATH AVENUE11214.0,POINT (-74.002913333421 40.602162746101)
1657RICHMOND ROAD10304.0,POINT (-74.101187997702 40.589772004614)
10225JAMAICA AVENUE11418.0,POINT (-73.844446613408 40.695173920872)
1930GRAND CONCOURSE10457.0,POINT (-73.905444884495 40.850118810307)
11215LINDEN BOULEVARD11420.0,POINT (-73.8255972512 40.677220640442)
8766 AVENUE10001.0,POINT (-73.989089792932 40.747975713922)
1761UNIVERSITY AVENUE10453.0,POINT (-73.915862165651 40.850187293801)
144AVENUE T11223.0,POINT (-73.97999309376 40.598491255053)
7507 AVENUE10019.0,POINT (-73.983525051517 40.760746417645)
368WEST   46 STREET10036.0,POINT (-73.989733871942 40.760541284146)
340BAYCHESTER AVENUE10475.0,POINT (-73.831245708274 40.867773028994)
762313 AVENUE11228.0,POINT (-74.008223579983 40.619517766754)
3643 AVENUE10016.0,POINT (-73.981566825062 40.74100854542)
352730TH AVE11103.0,POINT (-73.917915651259 40.765269054542)
437PARK AVENUE SOUTH10016.0,POINT (-73.983301760455 40.744360166231)
426AMSTERDAM AVENUE10024.0,POINT (-73.977622428985 40.784119756127)
12619MERRICK BOULEVARD11434.0,POINT (-73.766062123292 40.681863065922)
571EAST  141 STREET10454.0,POINT (-73.9157812525 40.808623624193)
8347DONGAN AVE11373.0,POINT (-73.880092346303 40.739986696761)
6868 AVENUE10036.0,POINT (-73.989098947881 40.758156030302)
815HUTCHINSON RIVER PARKWAY10465.0,POINT (-73.836420051252 40.823678037301)
435612TH ST11101.0,POINT (-73.948370624947 40.750135723105)
2195GRAND CONCOURSE10453.0,POINT (-73.901019445694 40.855714341269)
22583 AVENUE10035.0,POINT (-73.936887172992 40.802241901202)
430135TH ST11101.0,POINT (-73.929517086313 40.745945417946)
1374 AVENUE10003.0,POINT (-73.989864320092 40.733656356276)
1127EASTERN PARKWAY11213.0,POINT (-73.930655146279 40.668774135352)
379PARK AVENUE SOUTH10016.0,POINT (-73.984669955025 40.742485684444)
850PENNSYLVANIA AVENUE11207.0,POINT (-73.889590883468 40.657186404894)
20HUDSON YARDS10001.0,POINT (-74.000281528635 40.753037571144)
475WILLIS AVENUE10455.0,POINT (-73.919079619607 40.814318598935)
3419BROADWAY10031.0,POINT (-73.953293115451 40.822547135229)
554WEST   48 STREET10036.0,POINT (-73.994758348353 40.764277239147)
549METROPOLITAN AVENUE11211.0,POINT (-73.950519718294 40.714067708456)
2051WEBSTER AVENUE10457.0,POINT (-73.898784955079 40.851282394474)
24773JERICHO TPKE11426.0,POINT (-73.719095002818 40.725822365554)
10410ROOSEVELT AVE11368.0,POINT (-73.861407612281 40.749981295679)
13462SPRINGFIELD BLVD11413.0,POINT (-73.754073669248 40.678997117808)
56201 AVENUE11220.0,POINT (-74.022803439257 40.646897744076)
5589BROADWAY10463.0,POINT (-73.904615064772 40.879176582016)
4640FRANCIS LEWIS BLVD11361.0,POINT (-73.78096776643 40.753863301917)
4818NORTHERN BLVD11101.0,POINT (-73.914244899613 40.753612119698)
1827COLLEGE POINT BLVD11356.0,POINT (-73.845858456803 40.782958979436)
130WEST    3 STREET10012.0,POINT (-74.000772139549 40.730733626794)
1204BROADWAY10001.0,POINT (-73.988537902579 40.746257439365)
3146GREENPOINT AVE11101.0,POINT (-73.936969428765 40.73470720132)
7607ROOSEVELT AVE11372.0,POINT (-73.889401666406 40.747058328259)
82BNAGLE AVENUE10040.0,POINT (-73.928007088835 40.860397714686)
522HUDSON STREET10014.0,POINT (-74.006256793766 40.733900917469)
148WEST  125 STREET10027.0,POINT (-73.947335359849 40.808538128606)
30-1036 AVENUE11106.0,POINT (-73.930379001933 40.756861860383)
912137TH AVE11372.0,POINT (-73.875673433472 40.750656383253)
390TIFFANY STREET10474.0,POINT (-73.889492105309 40.807615972044)
9312LIBERTY AVE11417.0,POINT (-73.845649841124 40.680191802916)
850018 AVENUE11214.0,POINT (-74.002060032468 40.607731935879)
179NASSAU AVENUE11222.0,POINT (-73.946044812158 40.725343942681)
2EAST   55 STREET10022.0,POINT (-73.97468082993 40.761551766129)
407MANOR ROAD10314.0,POINT (-74.123620661602 40.617777017024)
518METROPOLITAN AVENUE11211.0,POINT (-73.951818330357 40.714051792795)
11114ROCKAWAY BEACH BLVD11694.0,POINT (-73.833100003602 40.580963864718)
851020 AVENUE11214.0,POINT (-73.997777990814 40.605074979949)
3122FARRINGTON ST11354.0,POINT (-73.833444075046 40.76851792785)
24617JERICHO TPKE11426.0,POINT (-73.721655898446 40.725128689732)
80CLARK STREET11201.0,POINT (-73.993259780796 40.697510750407)
694FULTON STREET11217.0,POINT (-73.974096597126 40.686158384876)
6419MYRTLE AVE11385.0,POINT (-73.891782893305 40.701025337539)
122SMITH STREET11201.0,POINT (-73.989907410858 40.687566191628)
46-19QUEENS BOULEVARD11104.0,POINT (-73.918433833427 40.743127436391)
4384BROADWAY10040.0,POINT (-73.93360577514 40.854425804453)
5189ABROADWAY10463.0,POINT (-73.910121843831 40.874377748672)
19652NORTHERN BLVD11358.0,POINT (-73.784564229619 40.757847279125)
4215COLLEGE POINT BLVD11355.0,POINT (-73.833049724845 40.754505339056)
2129526TH AVE11360.0,POINT (-73.776947549132 40.778366317536)
128WEST   29 STREET10001.0,POINT (-73.991067683837 40.747064624135)
12653 AVENUE10021.0,POINT (-73.960218338739 40.770262268592)
2130575 AVENUE11364.0,POINT (-73.758909563291 40.738289155468)
6123SPRINGFIELD BLVD11364.0,POINT (-73.756547113927 40.748796647225)
918EAST  233 STREET10466.0,POINT (-73.850872354936 40.891341694648)
1745FOREST AVENUE10303.0,POINT (-74.147128811063 40.624954294995)
356391ST ST11372.0,POINT (-73.876233454801 40.752273654266)
21ANN STREET10038.0,POINT (-74.007693824806 40.710770678072)
18WILLIAM STREET10004.0,POINT (-74.009979863132 40.705264493219)
10702101ST AVE11416.0,POINT (-73.835948689716 40.687106152091)
8058 AVENUE10019.0,POINT (-73.98675565647 40.761402833182)
1815AVENUE M11230.0,POINT (-73.956678358932 40.618379016316)
341EAST    9 STREET10003.0,POINT (-73.986202928873 40.728745589412)
4715NORTHERN BLVD11101.0,POINT (-73.914703053345 40.753796360185)
2168FREDERICK DOUGLAS BOULEVARD10026.0,POINT (-73.954938187742 40.804984171856)
1637EAST   17 STREET11229.0,POINT (-73.956575783053 40.609979933934)
356693RD ST11372.0,POINT (-73.874392355263 40.752461042319)
3403 AVENUE10010.0,POINT (-73.982155257308 40.740204422863)
3179 STREET11215.0,POINT (-73.985746734939 40.668904020291)
601LIVONIA AVENUE11207.0,POINT (-73.894869991903 40.664624235799)
1030839 AVENUE11368.0,POINT (-73.862914748804 40.750707723941)
260WEST   39 STREET10018.0,POINT (-73.989983809816 40.754810249281)
5106 AVENUE10011.0,POINT (-73.997217877824 40.736815993985)
80MAIDEN LANE10038.0,POINT (-74.007329109219 40.707109178993)
376674 STREET11372.0,POINT (-73.891505541784 40.747170127507)
1626PITKIN AVENUE11212.0,POINT (-73.913261476561 40.669292032765)
12911 AVENUE10021.0,POINT (-73.957177494613 40.766201679057)
26311 AVENUE10001.0,POINT (-74.005081838442 40.751544309328)
196286 STREET11214.0,POINT (-73.99889079771 40.604976183834)
2104LINDEN BOULEVARD11207.0,POINT (-73.885104459768 40.660934109878)
991WYCKOFF AVENUE11385.0,POINT (-73.90486725588 40.696046942195)
